GasCost;Avg-assignments;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-identifier-length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-identifier-length;Max-indentation-length;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-occurrences-single-character;Max-occurrences-single-identifier
0,07225198;0,137681159;0,079710145;0,347826087;0,192028986;0,148550725;10,44464863;0,032608696;6,580708363;0,097826087;44,3108061;0,007246377;0,865942029;0,615942029;0,141304348;1,347826087;0,275362319;6,199275362;30;16;27;160;239;170;522;28
0,01676104;0,116666667;0,1;0,183333333;0,166666667;0,116666667;6,42718254;0,016666667;6,402886003;0,133333333;46,5036075;0;0,966666667;0,1;0,166666667;0,8;0,133333333;8,4;11;12;8;105;58;6;29;6
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,02882668;0,152777778;0,166666667;0,076388889;0;0,208333333;7,989756944;0,041666667;6,350062657;0,152777778;33,90477757;0;0,868055556;0,444444444;0;1,416666667;0,284722222;6,847222222;25;12;22;98;125;64;84;9
0,01523648;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,02092064;0,184782609;0,195652174;0,304347826;0;0,086956522;5,948606255;0;6,130050505;0,163043478;37,27493687;0,02173913;1,010869565;0,086956522;0,097826087;1,108695652;0,141304348;6,141304348;19;12;15;122;93;8;40;6
0,00378964;0,041666667;0,166666667;0;0,125;0,083333333;6,4375;0,041666667;5,8;0,208333333;23,8;0;0,375;0;0;1,25;0,083333333;4,291666667;12;12;5;66;9;0;9;2
0,02146786;0,061643836;0,075342466;0,143835616;0,534246575;0,089041096;6,408150183;0,006849315;6,803174603;0,054794521;44,29206349;0;0,712328767;0,054794521;0,150684932;0,547945205;0,082191781;5,136986301;16;12;8;102;104;8;64;9
0,06460322;0,180084746;0,014830508;0,050847458;0,226694915;0,074152542;8,858787437;0,004237288;6,545194805;0,088983051;42,49134704;0;0,851694915;0,122881356;0,012711864;0,838983051;0,341101695;4,110169492;25;12;42;106;402;58;123;10
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,0251491;0,099264706;0,077205882;0,0625;0,1875;0,073529412;7,395340504;0,036764706;6,618826825;0,128676471;34,90851124;0,007352941;0,955882353;0,132352941;0,400735294;1,323529412;0,106617647;2,5;17;16;35;106;260;36;127;10
0,01909612;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;41,03514739;0;1,453125;0,09375;0,203125;1;0,15625;8,703125;16;8;7;101;93;6;34;9
0,01551746;0,068493151;0,054794521;0,123287671;0,369863014;0,082191781;6,685227273;0;6,483333333;0,068493151;44,58541667;0;0,739726027;0,054794521;0,150684932;0,465753425;0,109589041;5,767123288;16;8;5;113;54;4;43;5
0,00810308;0,097560976;0;0,073170732;0;0,048780488;8,27;0,024390244;6,066666667;0,170731707;33,53333333;0;0,56097561;0,048780488;0,073170732;0,829268293;0,146341463;4,097560976;12;12;7;98;23;2;19;3
0,0190934;0,101449275;0,144927536;0,217391304;0;0,188405797;6,270538985;0;6,547845805;0,101449275;40,86848073;0;1,347826087;0,086956522;0,188405797;0,927536232;0,144927536;8,028985507;16;8;7;101;93;6;34;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,04260208;0,114413076;0,013372957;0,069836553;0,283803863;0,040118871;11,26062257;0,011887073;7,296832093;0,062407132;30,28934755;0,001485884;0,551263001;0,112927192;0,104011887;0,704309064;0,069836553;5,436849926;27;28;42;139;371;76;292;9
0,0152376;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,00219542;0;0;0;0;0;4;0;5,333333333;0,222222222;27;0;0,111111111;0;0;0,888888889;0;2,555555556;4;8;2;54;1;0;6;1
0,00129714;0;0;0;0,333333333;0;0;0;4;0,166666667;20;0;0;0;0;0,666666667;0;1,666666667;0;4;1;35;0;0;8;0
0,10025192;0,012093023;0,009302326;0,002790698;0;9,30E-04;5,742857143;0;6,238095238;0,00372093;29,37202381;9,30E-04;0,037209302;0,028837209;0,008372093;0,035348837;0,002790698;0,259534884;10;12;4;67;40;31;35;8
0,01675848;0,116666667;0,1;0,183333333;0,166666667;0,116666667;6,42718254;0,016666667;6,402886003;0,133333333;46,19408369;0;0,966666667;0,1;0,166666667;0,8;0,133333333;8,4;11;12;8;101;58;6;29;6
0,01490406;0,137254902;0,196078431;0,235294118;0;0,137254902;6,304945055;0;6,373333333;0,098039216;39,9;0;1,176470588;0,117647059;0,156862745;0,823529412;0,098039216;5,549019608;16;8;5;101;60;6;34;9
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,02403156;0,257731959;0;0,371134021;0,06185567;0,072164948;7,21725462;0,010309278;5,892673993;0,288659794;44,18602335;0;1,618556701;0,226804124;0;1,93814433;0,608247423;6,226804124;21;12;28;143;157;22;65;10
0,0428309;0,113905325;0,016272189;0,069526627;0,281065089;0,039940828;10,93893645;0,01183432;7,152139424;0,063609467;30,4093233;0,00147929;0,550295858;0,115384615;0,103550296;0,713017751;0,073964497;5,393491124;27;28;43;139;372;78;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,01909636;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;41,05895692;0;1,453125;0,09375;0,203125;1;0,15625;8,703125;16;8;7;101;93;6;34;9
0,0190946;0,101449275;0,144927536;0,217391304;0;0,188405797;6,270538985;0;6,547845805;0,101449275;41,05895692;0;1,347826087;0,086956522;0,188405797;0,927536232;0,144927536;8,043478261;16;8;7;101;93;6;34;9
0,00820606;0,089285714;0;0,035714286;0;0,196428571;6,181269841;0,035714286;5,605974026;0,178571429;24,84012987;0;0,517857143;0,071428571;0;0,75;0,214285714;5,535714286;14;12;10;69;29;4;21;3
0,06746222;0,274691358;0,092592593;0,117283951;0,037037037;0,219135802;8,784107535;0,046296296;6,943486114;0,083333333;40,06504464;0;1,259259259;0,364197531;0,033950617;1,24691358;0,206790123;7,398148148;29;20;27;139;408;118;132;11
0,0013018;0,15;0;0,2;0;0,4;1,614583333;0;6,2;0,4;30,9625;0;1,1;0,1;0,25;1,5;0;9,05;6;8;8;76;22;2;12;3
0,02025784;0,051470588;0,080882353;0,154411765;0,588235294;0,073529412;6,348085248;0,007352941;6,754365079;0,058823529;52,14920635;0;0,683823529;0,044117647;0,213235294;0,588235294;0,095588235;6,632352941;14;12;8;114;93;6;43;6
0,0221384;0,040816327;0,074829932;0,142857143;0,544217687;0,088435374;6,616483516;0,006802721;6,646031746;0,054421769;45,87420635;0;0,693877551;0,027210884;0,163265306;0,544217687;0,081632653;4,884353741;16;12;8;110;102;4;64;9
0,0214689;0,054794521;0,075342466;0,143835616;0,561643836;0,089041096;6,399221612;0,006849315;6,731746032;0,054794521;47,54206349;0;0,705479452;0,04109589;0,178082192;0,547945205;0,082191781;5,48630137;16;12;8;106;103;6;64;9
0,00590068;0,114285714;0;0;0;0,285714286;4,873333333;0,114285714;6,794285714;0,228571429;29,57142857;0;0,685714286;0,171428571;0,028571429;1,314285714;0,257142857;6;10;12;8;66;24;6;22;2
0,00139824;0,071428571;0,119047619;0,095238095;0,333333333;0,19047619;1,614583333;0,023809524;6,475;0,19047619;28,4;0;0,523809524;0,095238095;0,119047619;0,80952381;0;5;6;12;8;72;22;4;17;3
0,03003476;0,139830508;0,194915254;0,120762712;0,262711864;0,044491525;10,67792511;0,014830508;7,497133003;0,076271186;44,46364494;0,002118644;0,716101695;0,18220339;0,158898305;0,860169492;0,110169492;5,233050847;22;28;36;139;338;86;297;11
0,02969418;0,305084746;0,06779661;0,813559322;0;0,06779661;5,789819384;0,016949153;3,235749472;0,076271186;50,82814919;0;1,406779661;1,220338983;0,050847458;1,305084746;0,830508475;5,101694915;12;8;9;124;166;144;98;33
0,00129714;0,130434783;0;0,173913043;0;0,347826087;1,614583333;0,043478261;3,2375;0,347826087;25,1625;0;0,956521739;0,173913043;0,217391304;1,47826087;0;6,086956522;6;6;8;70;22;4;11;3
0,01899602;0,134615385;0,16025641;0,141025641;0,08974359;0,141025641;7,657555988;0,064102564;8,177838828;0,064102564;30,1207967;0,019230769;0,756410256;0,230769231;0,115384615;0,871794872;0,224358974;6,173076923;14;20;10;93;118;36;75;7
0,01161974;0,140625;0,171875;0,015625;0;0,0625;8,989177489;0,015625;6,111111111;0,1875;40,05092593;0;0,78125;0,40625;0,171875;1;0,171875;6,078125;14;12;12;129;50;26;41;8
0,01675816;0,116666667;0,1;0,183333333;0,166666667;0,116666667;6,42718254;0,016666667;6,402886003;0,133333333;46,21789322;0;0,966666667;0,1;0,166666667;0,8;0,133333333;8,4;11;12;8;101;58;6;29;6
0,01166632;0,130434783;0,086956522;0,115942029;0,246376812;0,144927536;7,761664262;0;7,213675214;0,043478261;44,85897436;0,028985507;0,811594203;0,115942029;0,101449275;0,782608696;0,115942029;4,637681159;18;12;3;110;56;8;92;8
0,00878562;0,047619048;0,142857143;0,047619048;0,333333333;0,19047619;6,0625;0;6;0,095238095;47,83333333;0;0,857142857;0,095238095;0,333333333;0,571428571;0,142857143;7,380952381;9;8;2;93;18;2;35;5
0,00572272;0,235294118;0,147058824;0;0,117647059;0,088235294;8,75;0;6,641269841;0,117647059;29,47619048;0;0,647058824;0,411764706;0,058823529;0,588235294;0,235294118;4,647058824;17;8;4;49;22;14;22;3
0,01774358;0,115789474;0,284210526;0,126315789;0,189473684;0,147368421;6,3125;0;3,080982906;0,126315789;30,13584402;0;0,831578947;0,168421053;0,221052632;0,778947368;0,178947368;2,905263158;11;4;12;79;79;16;47;6
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,02338034;0,252631579;0;0,357894737;0,052631579;0,073684211;7,204876374;0,010526316;5,888886114;0,294736842;43,18452485;0;1,589473684;0,189473684;0;1,852631579;0,578947368;6,273684211;21;12;28;143;151;18;66;10
0,02293536;0,062937063;0,104895105;0,097902098;0,13986014;0,146853147;7,356792717;0,048951049;7,368717735;0,118881119;32,73212742;0;0,685314685;0,083916084;0,076923077;0,713286713;0,160839161;5,881118881;35;13;17;87;98;12;45;7
0,0172272;0,1;0,14;0,36;0;0,14;6,510470085;0,02;6,422222222;0,12;39,50396825;0;1,32;0,04;0,12;1,12;0,14;6,4;16;12;6;111;66;2;34;9
0,00623792;0;0,214285714;0;0;0;0;0;3,333333333;0,142857143;42,66666667;0;0;0;0;0,428571429;0;1,857142857;0;6;2;67;0;0;9;0
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,03142952;0,146757679;0,075085324;0,436860068;0,064846416;0,075085324;9,108089079;0,034129693;3,287902967;0,174061433;43,02462007;0;1,075085324;0,204778157;0,09556314;1,105802048;0,252559727;4,825938567;21;12;51;232;315;60;71;8
0,04356136;0,120795107;0,013761468;0,071865443;0,20795107;0,041284404;11,24879462;0,012232416;7,312961126;0,064220183;30,69606798;0,001529052;0,571865443;0,122324159;0,105504587;0,724770642;0,071865443;5,906727829;27;28;42;139;374;80;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,0050469;0,041666667;0;0,0625;0,354166667;0,125;5,866666667;0,041666667;6,1;0,104166667;28,44166667;0;0,416666667;0,083333333;0;0,791666667;0,166666667;3,770833333;15;12;5;101;20;4;17;4
0,00614702;0,046511628;0,046511628;0,255813953;0,023255814;0,093023256;5,193939394;0,023255814;9,902777778;0,069767442;29,06944444;0,023255814;0,418604651;0,465116279;0,139534884;0,604651163;0,046511628;8,558139535;13;26;3;74;18;20;18;5
0,01254182;0,1;0;0,071428571;0,128571429;0,071428571;9,545751634;0,042857143;6,835249042;0,157142857;36,22222222;0;0,828571429;0,085714286;0,228571429;1,2;0,514285714;8,785714286;17;20;11;121;58;6;94;14
0,01895864;0,15625;0,171875;0,28125;0;0,09375;5,103323413;0;6,179365079;0,1875;31,49484127;0;1,171875;0,0625;0,03125;1,125;0,125;1,78125;11;8;12;89;75;4;27;5
0,0088205;0,15;0,15;0,1125;0,0125;0,1125;5,584692029;0,0625;3,291666667;0,1875;29,81770833;0;0,7875;0,3;0,1;1,075;0,1;4,475;16;10;15;76;63;24;55;8
0,0129684;0,2;0,163636364;0,072727273;0;0,236363636;6,228356606;0;6,281179138;0,145454545;32,05498866;0;0,927272727;0,181818182;0,018181818;0,945454545;0,236363636;6,145454545;12;8;8;72;51;10;26;5
0,01719626;0,068965517;0,086206897;0,155172414;0,49137931;0,060344828;6,332692308;0,00862069;6,647619048;0,051724138;42,05608466;0;0,586206897;0,051724138;0,086206897;0,482758621;0,060344828;4,189655172;16;12;6;101;68;6;64;9
0,00382254;0;0;0;0,192307692;0,076923077;2;0;5,2;0,076923077;25,7;0;0,153846154;0;0;0,307692308;0,038461538;1,807692308;7;8;2;35;4;0;5;1
0,0214351;0,052083333;0,09375;0,213541667;0,390625;0,067708333;6,637925482;0,010416667;5,858333333;0,072916667;37,040625;0,005208333;0,526041667;0,09375;0,03125;0,552083333;0,057291667;3,010416667;22;12;14;157;101;18;44;6
0,00556834;0,114285714;0,028571429;0;0;0,314285714;4,633333333;0,114285714;6,794285714;0,228571429;28,82285714;0;0,628571429;0,114285714;0,028571429;1,2;0,257142857;6,485714286;10;12;8;68;22;4;22;2
0,01413176;0,142857143;0,168831169;0,090909091;0,064935065;0,272727273;6,353084997;0,038961039;6,434920635;0,116883117;33,47212302;0;0,935064935;0,337662338;0,142857143;0,961038961;0,194805195;6,792207792;12;12;9;72;72;26;32;8
0,03924208;0,1105919;0,018691589;0,074766355;0,275700935;0,03894081;10,29735854;0,012461059;7,191558156;0,066978193;29,84802651;0,001557632;0,549844237;0,118380062;0,099688474;0,700934579;0,07165109;5,295950156;22;28;43;139;353;76;289;9
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,00863004;0,128205128;0,102564103;0,051282051;0;0,230769231;6,216666667;0,102564103;6,552380952;0,256410256;30,29166667;0;0,615384615;0,102564103;0;1,230769231;0,256410256;6,435897436;14;12;10;69;24;4;18;2
0,00529252;0,115384615;0;0;0;0,173076923;4,655555556;0,076923077;6,073989899;0,153846154;21,20126263;0;0,442307692;0,115384615;0;0,807692308;0,153846154;5,25;10;12;8;62;23;6;19;2
0,00941326;0,182608696;0,008695652;0,026086957;0,095652174;0,217391304;8,248937118;0,052173913;6,61461039;0,07826087;27,91488997;0;0,643478261;0,52173913;0,086956522;0,539130435;0,104347826;5,191304348;14;12;9;67;74;60;47;7
0,01551522;0,067567568;0,054054054;0,148648649;0,459459459;0,081081081;6,560227273;0;6,483333333;0,067567568;52,51041667;0;0,72972973;0,054054054;0,243243243;0,459459459;0,108108108;6,432432432;12;8;5;176;54;4;47;5
0,04084104;0,125;0,025;0,076666667;0,251666667;0,045;10,91246256;0,013333333;7,314374404;0,068333333;31,94895602;0,001666667;0,61;0,123333333;0,115;0,776666667;0,078333333;5,823333333;29;28;41;143;366;74;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,0546988;0,086666667;0,08;0,466666667;0,146666667;0,12;5,855040793;0,006666667;6,168452381;0,12;34,4922619;0;1,106666667;0,506666667;0,073333333;1,506666667;0,353333333;5,06;18;10;18;86;166;76;501;32
0,00490878;0,076923077;0,153846154;0;0;0,192307692;5,915555556;0,057692308;5,810909091;0,173076923;22,07090909;0;0,480769231;0,115384615;0;0,846153846;0,211538462;5,269230769;15;12;9;65;25;6;23;3
0,00682962;0,096153846;0,153846154;0;0;0,134615385;4,655952381;0,038461538;6,8375;0,076923077;21,52291667;0,019230769;0,596153846;0,269230769;0,096153846;0,692307692;0,307692308;3,942307692;10;12;4;67;31;14;28;5
0,02256816;0,10989011;0,175824176;0,120879121;0,076923077;0,142857143;6,242201518;0;5,334744268;0,098901099;33,69581129;0;0,989010989;0,087912088;0,10989011;0,857142857;0,142857143;4,912087912;12;6;9;94;90;8;58;6
0,01523432;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,07349616;0,138483965;0,097667638;0,17638484;0,206997085;0,084548105;7,258741634;0,048104956;18,95163309;0,086005831;43,39806455;0,002915452;1;0,160349854;0,294460641;0,956268222;0,123906706;2,38483965;23;60;59;139;686;110;277;18
0,00139824;0,076923077;0,153846154;0,153846154;0;0,307692308;1,567460317;0,038461538;6,308333333;0,307692308;28,57916667;0;0,884615385;0,153846154;0,192307692;1,307692308;0;7,653846154;6;12;8;74;23;4;10;3
0,03097732;0,2;0,165517241;0,089655172;0;0,048275862;7,450557701;0,027586207;7,283580099;0,089655172;39,79626851;0;0,944827586;0,455172414;0,055172414;0,993103448;0,572413793;5,462068966;16;12;13;92;137;66;117;12
0,00572202;0,090909091;0;0,090909091;0;0;3,75;0;5,333333333;0,363636364;31,16666667;0;0,454545455;0;0;0,909090909;0;4,272727273;5;8;4;64;5;0;10;1
0,02286652;0,051948052;0,071428571;0,162337662;0,538961039;0,090909091;6,517525183;0,006493506;6,912698413;0,051948052;47,07460317;0;0,714285714;0,025974026;0,168831169;0,545454545;0,084415584;5,538961039;16;12;8;110;110;4;65;9
0,00139824;0,130434783;0;0,173913043;0;0,347826087;1,614583333;0,043478261;6,475;0,347826087;28,4;0;0,956521739;0,173913043;0,217391304;1,47826087;0;9,130434783;6;12;8;72;22;4;11;3
0,0300362;0,261904762;0;0,226190476;0,003968254;0,083333333;10,67792511;0,027777778;7,497133003;0,142857143;44,1013261;0,003968254;1,341269841;0,341269841;0,28968254;1,611111111;0,198412698;9,746031746;22;28;36;139;338;86;171;11
0,04734356;0,083056478;0,079734219;0,199335548;0,15282392;0,099667774;7,221850837;0,046511628;6,508854228;0,142857143;35,34617381;0,003322259;1,07641196;0,059800664;0,056478405;1,215946844;0,083056478;4,903654485;21;16;43;125;324;18;67;10
0,001398;0,048780488;0,097560976;0,097560976;0,365853659;0,195121951;1,567460317;0,024390244;3,154166667;0,195121951;25,425;0;0,56097561;0,097560976;0,12195122;0,829268293;0;3,243902439;6;6;8;72;23;4;17;3
0,01556152;0,105263158;0,192982456;0,210526316;0,421052632;0,140350877;6,213362069;0,035087719;6,772222222;0,140350877;61,9;0;1,070175439;0,070175439;0,263157895;1,122807018;0,263157895;12,59649123;8;12;8;122;61;4;60;7
0,01740102;0,103896104;0,168831169;0,142857143;0,077922078;0,142857143;7,013457854;0,038961039;2,330934343;0,155844156;33,12013889;0;0,935064935;0,077922078;0;1,038961039;0,220779221;3,545454545;12;7;12;98;72;6;27;7
0,0013018;0,12;0,2;0,16;0;0,32;1,614583333;0;0;0,32;24,7625;0;0,88;0,08;0,2;1,2;0;2,76;6;0;8;72;22;2;12;3
0,00191224;0;0;0;0;0;0;0;5,333333333;0,333333333;31,66666667;0;0;0;0;1;0,166666667;4,166666667;0;8;2;57;0;0;8;0
0,04783118;0,174545455;0,147272727;0,118181818;0,22;0,056363636;10,23330879;0,02;7,307779122;0,083636364;43,31385819;0,001818182;0,865454545;0,189090909;0,167272727;0,916363636;0,152727273;5,694545455;22;28;46;139;476;104;338;14
0,00139824;0,071428571;0,119047619;0,095238095;0,333333333;0,19047619;1,614583333;0,023809524;6,475;0,19047619;28,4;0;0,523809524;0,095238095;0,119047619;0,80952381;0;5;6;12;8;72;22;4;17;3
0,04715854;0,124573379;0,12116041;0,298634812;0,250853242;0,116040956;6,609261642;0,013651877;4,048687115;0,066552901;41,69749244;0,010238908;0,800341297;0,199658703;0,093856655;1,098976109;0,059726962;4,540955631;22;14;39;185;469;117;231;17
0,01943652;0,102941176;0,102941176;0,220588235;0,014705882;0,205882353;6,270538985;0;6,550566893;0,102941176;40,89115646;0;1,367647059;0,088235294;0,205882353;0,941176471;0,147058824;8,823529412;16;8;7;101;93;6;34;9
0,01077712;0,19266055;0,009174312;0;0,128440367;0,091743119;8,661672847;0,055045872;7,884981685;0,073394495;28,22607393;0;0,633027523;0,128440367;0,091743119;0,770642202;0,110091743;6,779816514;30;16;8;101;69;14;57;4
0,00129714;0,142857143;0;0,142857143;0;0,285714286;1,833333333;0;6,4;0,285714286;28,6;0;0,857142857;0;0,142857143;1,142857143;0;7;6;8;2;72;6;0;10;2
0,014715;0,184615385;0,138461538;0,061538462;0,030769231;0,261538462;6,322055138;0;6,218694885;0,153846154;31,74779541;0;0,953846154;0,153846154;0,076923077;1,046153846;0,230769231;6,184615385;12;8;10;72;62;10;26;5
0,0151289;0,053571429;0,25;0,232142857;0;0,178571429;6,504166667;0;6,220634921;0,142857143;43,28472222;0;1,232142857;0,107142857;0,125;0,857142857;0,160714286;5,517857143;11;8;8;143;69;6;26;8
0,02135478;0,034965035;0,076923077;0,146853147;0,552447552;0,090909091;6,428983516;0,006993007;6,571031746;0,055944056;43,86795635;0;0,692307692;0,013986014;0,146853147;0,545454545;0,083916084;4,748251748;16;12;8;102;99;2;64;9
0,03614634;0,313609467;0,071005917;0;0;0,349112426;8,40028183;0,047337278;9,277795193;0,065088757;46,14044214;0,00591716;1,319526627;0,402366864;0,023668639;1,136094675;0,449704142;8,579881657;20;17;11;118;223;68;81;11
0,00129714;0,09375;0,0625;0,125;0,03125;0,3125;1,614583333;0,0625;8,564285714;0,25;26,59375;0;0,71875;0,25;0,15625;1,1875;0;9,09375;6;16;8;62;23;8;14;3
0,01727414;0,074074074;0,074074074;0,166666667;0,518518519;0,064814815;6,470787546;0,009259259;6,742857143;0,055555556;43,50846561;0;0,648148148;0,055555556;0,12037037;0,537037037;0,064814815;4,611111111;16;12;6;104;70;6;64;9
0,02044784;0,082191781;0,109589041;0,178082192;0,123287671;0,232876712;6,016190476;0,01369863;7,43047619;0,054794521;40,65714286;0,01369863;1,205479452;0,328767123;0,219178082;0,95890411;0,164383562;6,931506849;14;16;4;114;88;24;40;7
0,00355832;0,090909091;0;0;0;0,181818182;6,75;0;9,333333333;0,181818182;31;0;0,727272727;0,181818182;0,090909091;0,727272727;0,363636364;5,909090909;14;12;2;47;8;2;16;3
0,00297852;0;0,166666667;0;0,375;0,083333333;9,375;0;2,833333333;0,041666667;26,875;0;0,291666667;0;0;0,5;0,041666667;1,208333333;16;4;1;67;7;0;17;1
0,00634958;0,083333333;0,25;0,291666667;0,111111111;0,083333333;4,287799564;0;6,183261183;0,138888889;35,08008658;0;0,722222222;0,083333333;0;1,027777778;0,083333333;5,222222222;14;12;10;79;52;6;41;4
0,04437754;0,115384615;0,01183432;0,071005917;0,285502959;0,039940828;11,12226978;0,01183432;7,25630609;0,063609467;29,81849467;0,00147929;0,560650888;0,106508876;0,102071006;0,713017751;0,072485207;5,426035503;27;28;43;139;379;72;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,02055978;0,174418605;0,069767442;0,151162791;0;0,151162791;4,969868616;0,011627907;6,281818182;0,104651163;38,75606061;0,023255814;1,279069767;0,209302326;0,11627907;1,093023256;0,581395349;6,5;16;12;9;156;110;18;38;5
0,01523624;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,01559206;0,066666667;0,053333333;0,133333333;0,466666667;0,093333333;6,485795455;0;6,501515152;0,066666667;51,75587121;0;0,746666667;0,106666667;0,266666667;0,48;0,133333333;6,786666667;12;8;5;155;56;8;53;5
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,04287988;0,11589896;0,011887073;0,069836553;0,285289747;0,040118871;11,24986988;0,011887073;7,306048683;0,062407132;30,4010219;0,001485884;0,552748886;0,11589896;0,102526003;0,701337296;0,069836553;5,450222883;27;28;42;139;372;78;292;9
0,00534598;0,033333333;0,033333333;0,033333333;0,3;0,1;9,3;0;6,857142857;0,033333333;52,42857143;0;0,666666667;0;0,133333333;0,333333333;0,1;3,366666667;21;8;1;82;20;0;46;4
0,02001564;0,115384615;0,141025641;0,153846154;0,025641026;0,115384615;6,228998316;0,051282051;6,797530864;0,128205128;37,9691358;0;1,012820513;0,282051282;0,141025641;1;0,115384615;6,897435897;11;12;10;102;79;22;29;7
0,01604776;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,0233181;0,114967462;0,093275488;0,052060738;0,334056399;0,060737527;6,595912935;0,021691974;6,75607104;0,091106291;34,82734597;0,004338395;0,737527115;0,09978308;0,273318872;0,937093275;0,05856833;1,553145336;23;16;42;114;340;46;325;10
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,02337962;0,25;0;0,354166667;0,0625;0,072916667;7,204876374;0,010416667;5,888886114;0,291666667;43,26286318;0;1,572916667;0,1875;0;1,833333333;0,572916667;6,208333333;21;12;28;143;151;18;65;10
0,00129714;0,107142857;0,107142857;0,142857143;0,071428571;0,285714286;1,614583333;0,035714286;6,475;0,285714286;28,4;0;0,785714286;0,142857143;0,178571429;1,214285714;0;7,5;6;12;8;72;22;4;17;3
